"","FTD_E14-123","Control_E08-101","FTD_E15-66","AD_OS-140909","FTD_OS-150716","FTD_E07-70","FTD_E17-17","FTD_E08-24","FTD_E08-133","AD_E05-87","AD_E12-29","AD_E04-186","AD_E12-06","AD_E13-116","FTD_OS98-06","Control_OS03-390","Control_E06-41","Control_E14-06","Control_E05-130","Control_OS02-35","AD_E06-155","Control_E05-74","Control_E16-45","AD_E11-139"
"FBXW11 - mRNA",8.68806712877068,8.92422636606387,9.11096297263546,9.21500777595959,9.13556682732792,9.2125623877845,9.17311518309266,9.342513802926,9.13811587288809,9.26545252240573,9.13174980343464,9.27207262674776,9.06607713066198,9.23751197827644,8.33491853401101,9.25910731260124,8.99409249550705,8.92274793461368,9.24142418418821,8.99112228761916,9.2780804102196,9.05801631332595,9.28182096220641,9.13721760921843
"MMUT - mRNA",7.74053454866482,8.27875912638316,8.75662768070092,8.97689920269926,9.14332327096236,8.79670540819911,8.57665704353368,9.29014162614402,8.69589354428302,8.68484862028947,8.80039229562735,8.4393673721454,8.47488267622931,8.50808497757092,7.78441008961898,8.53694562207093,9.21224013249142,9.1116189817226,9.09987003997419,9.04993851445676,9.36907117789767,8.64725854142434,9.00120343684769,9.34048171818082
"PTPN1 - mRNA",8.51814212732837,8.94469046862359,9.06240000719725,8.88206286568416,8.99903514264531,8.70883265217377,9.00890383284474,8.9283332653836,8.68329350750339,8.54440448735296,8.62454246022793,8.59872313187753,8.54794613841904,8.8044108454694,8.60085574774745,8.79942203329676,8.91010240336407,8.90172042817386,9.95574103940922,9.01417516225537,8.8839334390043,8.96507834200946,8.69328743233306,8.53423727343851
"BUB3 - mRNA",8.49796424539074,8.55649458156339,8.94040948281864,9.08566240051617,9.12972200485327,9.076041626362,8.77745431723953,8.98544390191838,8.64481935968875,8.87708563853719,8.79446746167024,8.76340005535769,8.58313556688134,9.09148018314512,8.28615922209116,8.85954302573433,9.07696667770407,8.97065209181103,9.37715610845878,9.12950577177508,9.06973327677769,8.76220970777522,9.11167303021573,9.09218385560392
"LTA4H - mRNA",8.51814212732837,8.64669239053496,9.04145306875233,9.30774298892351,9.3618426831516,8.96078953105236,8.94775119522492,8.9283332653836,8.79584732971656,8.93860521253525,8.93035088975201,8.57974002850996,8.54794613841904,8.83844716946882,8.90674563254304,9.04749640835201,9.11156533922804,9.30018864723488,9.19731093605441,9.33724628773802,9.06438665531221,9.01096774052152,9.15320653029275,9.14910568741677
"ACAT1 - mRNA",8.47750014283102,8.65912949377319,8.90315808752206,9.0117766879001,9.0011708869893,8.96954200506132,9.03713751357369,9.04037957740326,8.9431606342585,8.86273034556012,8.88924568642234,8.27207262674776,9.00251200188452,8.81963731969406,8.68190755027019,8.98015841740408,8.90419374647329,8.80436849323999,8.4227893372646,8.73311402529364,8.75047108047623,8.85985000766939,8.99251247658365,8.38998367959839
"HMGB1 - mRNA",9.07613758044925,8.81175163680546,8.64302357219406,8.63004527523844,8.72441276253631,8.79998054023197,8.98301229971272,9.2021786883929,8.55776262541953,8.27198549224496,8.66731648391822,8.61279831708925,8.90158309303374,8.88984632197547,8.09865744742472,8.74250360454411,9.0307110867432,8.89936500717573,8.24591157518052,8.88673721440685,8.67763820046479,8.77478229314649,8.70663345758079,8.62944961429378
"CCNH - mRNA",8.85601176608475,8.65912949377319,8.42583630998888,8.71997095461553,8.46757019041678,8.92223629028297,8.79409458292736,8.92490235998333,8.66418468455568,8.51533156315664,8.7795480418345,8.78012714176314,8.83014795499079,8.91487511646699,8.7715860492614,8.82157517553531,8.66891560874134,8.74000924744361,8.43855665312292,8.60989700904803,8.54828222986296,8.79960346523253,8.34974552433963,8.07091523885027
"CEP68 - mRNA",8.82395055685245,8.60872454033595,8.57541266603939,8.7642798511225,8.51915468798171,8.55062107129525,9.31823189095247,8.82536668643241,8.60194755242774,8.57994064457972,8.7795480418345,8.56533696338298,8.88052147750591,8.39573725170542,8.4995065038246,8.7337687945665,8.87226558218661,8.78152851688187,8.39881047433016,8.91355004554082,8.45329908467444,8.57361777917207,8.87685363959516,8.15079601571897
"PSMD10 - mRNA",8.32549704938597,9.08034556798115,8.47353305202017,8.62704902277852,8.57470604051264,8.5031857284975,8.63324057190004,8.66598406262176,8.41645753150974,8.43997788115327,8.46584471420887,8.40203122087243,8.43691482603029,8.54061088109237,9.2680118753809,8.58630146290213,8.84989776915815,8.83919385759313,8.92248923361283,8.86153666028171,8.82402768744631,8.90915292741146,8.70663345758079,8.66773232591721
"DNAJC11 - mRNA",8.68806712877068,8.44599504029784,8.44191107284695,8.67425798057076,8.61151870613037,8.57376640794311,8.72287778438472,8.53708632943951,8.628480622874,8.62486651546124,8.7182778984938,8.55078865481383,8.90158309303374,8.65538106833844,9.10633818450635,8.77975499984069,9.11838660508405,9.12377659614883,8.86530757296555,8.70505424208837,8.98737575448537,9.02944716112918,8.90491342280044,8.83055627098438
"KLHL12 - mRNA",8.61500366658096,8.62149183640982,8.74695594588008,8.76972398981263,8.67175381326374,8.54672715519076,8.69124617533561,8.58134424912442,8.69275383675245,8.84238989727595,8.80334561301669,8.89592414086252,8.66752775417171,8.86437563445935,9.16390347204016,8.96282110097106,8.95842222593632,8.87079585497896,9.28713423790704,8.92373142188905,9.13409562712361,9.22307555959644,8.92560581795354,8.85357292370935
"HECTD1 - mRNA",8.57703581638194,8.50230248119979,8.73395860535121,8.92904423355448,8.7727189593526,8.77023319683792,8.97427748973511,9.01155674223751,8.83339706803295,8.81580929817263,8.7025449722292,8.86881229524527,8.59180042800846,8.84217988834515,8.83767523971917,8.80776937601028,9.01800003499365,9.01918769487163,9.13416321752807,8.89089483988051,8.86765461984657,9.00297494976799,8.83857092797174,9.10444727526975
"CTTNBP2NL - mRNA",9.07613758044925,9.4673686910904,8.81642076554318,8.81781827801368,8.91996357165411,9.02936616498938,8.883891253278,8.64110939398273,8.76029657710869,8.64177989839758,8.72140399948052,9.15831891244026,9.12695937280901,9.03715302075576,8.13415612864611,8.68021932628977,8.68967416890814,8.47486717864782,9.32155404242045,8.71915235141905,8.5910505154687,8.5664042889395,8.23653491389164,8.47069547885765
"NPAS2 - mRNA",8.93317962660721,9.70183394472743,8.97396204252966,8.42105951245314,8.65014000015768,8.6519703152181,8.84608922056562,9.16485315270408,8.60862670806537,8.76731078048144,8.64114442756506,9.00667120637005,8.67570168561741,8.72172356316714,8.4995065038246,8.67109793632122,8.61687834330964,8.46215612689827,9.09490378708084,8.32346978478501,8.66120374237914,9.34190112100724,8.54960303185877,8.53164482882199
"POR - mRNA",8.70576913050414,9.96737085776439,8.77894606012452,8.61802274698922,8.28679197789034,8.55062107129525,8.26908424162338,8.59436113479125,8.19913164756972,8.39280108778521,8.21395086598028,8.50120662596327,8.28491173258524,8.50808497757092,8.168802271453,8.67109793632122,8.66891560874134,8.59326187945005,8.69635441059057,8.56116134250435,8.51469962933858,8.43791200648453,8.46731512072081,8.76143191032956
"ABCE1 - mRNA",8.27895446344894,8.80617060454216,8.87974670091201,8.72558456107906,8.5251039543129,8.15489704707324,8.55729171866674,8.42497596311797,8.3382435271617,8.2763244279693,8.57355853150912,8.36924128575476,8.38800522554935,8.74981587019649,8.12913805387948,8.82157517553531,8.88432159976168,8.88515114795603,8.74366012536892,8.71212051763982,8.89602313299971,8.45754081323347,8.88626767000303,8.48148203408389
"SMAD3 - mRNA",9.26708036316065,9.80617060454216,9.26346865972465,8.4853402637854,8.67175381326374,8.70883265217377,8.70890484183212,8.76907755558587,8.80168820830562,8.56937140286953,9.18932707901146,9.36370310221333,9.49349835439666,8.70542175083804,9.18339964766596,9.21376173568612,8.35913294371606,8.53982262048859,8.40951698017157,7.60989700904803,8.17766464206101,9.1788247851674,8.4578754248345,8.0565599458732
"GRN - mRNA",9.73192141836011,8.95985027579459,9.46372543409359,9.21301096589565,9.65014000015768,9.54086650376952,9.1551932750954,9.14434749726944,8.96153916357335,9.26545252240573,8.79149589513895,9.42348433053875,9.07228228018869,9.37784709280953,8.90967496358171,8.7012809418176,8.14201020960996,8.57271450204597,8.04427771401087,8.41869246546485,8.74602517544504,8.67770341180625,8.15320653029275,8.36980579766077
"PMEPA1 - mRNA",9.30241343627293,10.7693579389244,9.6603015636259,9.14342069371057,9.09214454703679,9.12648136490916,8.94178963698621,9.3113191813224,9.15189968832119,8.97376165794887,8.84693488156438,9.07265432020994,9.09073918489625,9.26558086055862,9.14662548060832,8.64648846897722,8.78063510672104,8.56678966808886,8.91499469706591,8.08665029281329,8.95884427007469,8.8270261606979,8.83127843540538,8.71191177448576
"BAX - mRNA",9.35944438130931,9.59260487497267,9.38692521357065,9.04807281712309,9.2531364237091,9.37289769929253,8.92677706613118,8.95549067981675,9.00522160239075,9.00285456946919,8.94379642081697,9.17738564424295,9.05358618647879,9.33345297345108,8.80972117814817,8.9603272454825,8.68048499745347,8.55187024825312,8.7351736594811,8.3629150084996,8.87785038695246,8.99224854317493,8.69864066682726,8.4598276682125
"IFNGR2 - mRNA",9.33690181265822,9.81731116214736,9.37232080066187,9.0525462937024,9.04323494655585,8.85769603808826,9.09737262070706,8.9385772968804,8.8447569301975,8.82472402298038,8.67378597924778,9.0348222466842,9.30085327645426,9.38554148459953,8.53028516537489,9.08689775796438,9.15865047529778,8.81440467312856,9.11630182399322,9.15910948481998,8.71905812784477,8.92051278957601,8.99903560016499,8.65349508826043
"SRGN - mRNA",10.0206424678576,10.2706767800853,10.6412843374555,9.72558456107906,10.3033298396935,9.99833926936876,9.87765929956649,10.3868299914247,9.99888007551692,9.48002882840097,9.40881376917249,9.8351907384257,9.23046394856287,9.84961647718693,8.79395386228985,9.89523221726062,9.23908909095019,9.45575835570012,9.10975155148816,9.76743828603451,9.3295026579796,8.4139993865402,8.01842985095829,8.65587773957143
"PMP22 - mRNA",9.45674158266423,9.30669600288629,10.3838081182834,9.60742021602959,10.1159912889912,10.1394670065036,9.87765929956649,10.36800377768,9.75579049835678,9.51349490467703,9.26625973924632,8.83719031607205,9.65930724736674,9.97050398532069,9.48583156692752,9.67109793632122,8.62168733123204,8.78152851688187,8.94658104012374,9.0757345153341,9.03005666257387,8.42600523980036,8.63863335746299,8.39569733079279
"CD9 - mRNA",9.32549704938597,9.89560568812411,9.95728330138303,9.32263545707015,9.75130798959937,10.0391000479739,9.86826060156424,10.7738531145339,9.44472809726349,8.83652527521273,8.03957995950677,8.27797322818745,9.27955849809103,9.71766534659278,8.35654854998256,8.52686854938297,8.5852230049431,9.1830737798326,8.61312054936875,9.45143386666245,8.62776229382522,7.68771058516163,7.85064376027231,7.37270568816656
"ABCB1 - mRNA",9.83203290315031,10.0964395441015,9.57905124310273,9.32263545707015,8.7525762930137,9.41835771824944,10.3147763323163,10.0372053296081,9.60194755242774,8.9817544487024,8.45461745878562,9.87661066580568,9.09683938443267,9.65325789644547,8.06226321016432,8.76839513767614,8.22018888560691,8.49684554774332,8.23992528011479,8.79210034026878,8.70079592145204,8.39376490280015,8.55551572472867,8.2168347772818
"PECAM1 - mRNA",9.90280597756369,10.8704224986069,9.74209565478955,9.07030276450656,9.43634180576519,9.71751838004,9.85880027231517,10.0018197308722,9.7161367641904,8.98970320181789,9.2315987317997,9.95788413296387,9.12695937280901,9.41340827803248,8.47202576740249,9.81468878995007,9.0307110867432,7.7452649728951,8.92808469650635,9.14873033903998,8.58110085506109,7.92615935271715,7.91184391670905,8.32858313493425
"HILPDA - mRNA",9.71453934013187,12.4229331334346,10.6603015636259,9.31892672741619,8.78764352390762,9.34177518179675,9.20581934816537,10.3295979150407,10.5175150354137,8.62486651546124,9.91677887017849,7.92629778990603,8.78552496357016,9.89524630971805,9.74886597276132,10.4841062297522,9.19298251564208,7.58449166982232,7.74366012536892,9.30021250991541,8.73933052287103,7.64040487038328,7.43560626099347,7.7436206342131
"LGALS3 - mRNA",9.79942823771838,12.1269798974806,10.7558241746702,9.57979329656727,10.0170889783132,9.62821419196549,10.4214443936127,10.0212284770583,9.80605340086702,9.24788524244447,9.70728289123586,9.03133326060432,9.55682428976549,9.3307985200051,9.18339964766596,10.0661723331124,9.18974777204278,9.33720545597883,9.81887654280209,9.87103852804886,7.96076402423805,8.68771058516163,8.96389973777557,8.14402278712354
"ALDH1L1 - mRNA",9.94067416315414,10.2295715767556,10.0493438543718,9.40015052269016,9.60731871760109,9.48905144429386,9.89473281292543,10.1384348043995,10.1969172265043,9.24124196881385,9.64773208759982,9.39390333998903,9.86630761828621,8.81204417037183,10.6410697336779,10.2189870041323,8.93928805897961,8.11365237887513,8.01653272352797,9.22645870471437,8.13749420358548,8.36078758035388,8.94600561639517,7.99390433802344
"C4A/B - mRNA",11.4196794884427,9.90607901935362,11.9621678841803,10.1126900744708,10.4044224718904,12.0125251756121,10.2462885858457,11.3724185856219,10.3827594186275,9.36658787813755,8.84119851201523,10.1852563404739,9.73165809159142,10.5033779748934,9.0831721999273,9.37036406370298,8.13865900011032,6.63066185125525,7.51985675522477,8.47793166883952,8.04279979310406,7.67435220230661,7.43560626099347,6.30752151940642
"CD44 - mRNA",11.477500142831,12.9654943844356,12.5218316258345,9.18476148909147,9.14332327096236,11.2199168389237,9.37242399131607,11.0545778936062,9.09833100678223,9.46300009906913,7.7644727213724,8.93004992476714,8.61748707167211,10.5045561660907,10.7014784702315,9.79662881840508,6.56039115196317,6.36989761904628,8.68097137789118,8.55855012904781,8.31005701829659,6.59858469468865,6.14538702583345,6.48951935314931
"CD74 - mRNA",11.0312117095677,9.08956409801053,10.1963544638661,11.0094775718105,11.1529605482214,10.8355246570896,10.7315426455118,10.4430777694933,8.61195472578312,9.23010141120865,9.6043645782903,10.6022548228478,10.3061282184949,10.3066860638883,8.15898798162604,8.51672059400689,9.65959282967027,9.4444935296043,8.62465294523638,10.2107456197353,10.0509327650767,8.24357196648202,9.16678950256567,8.19078088563384
"CSF1R - mRNA",10.3980656753366,8.27875912638316,9.78368397913118,9.67570865443949,10.3979529765609,10.113377777635,9.83808756366488,9.49142761244781,8.41645753150974,9.16138866112464,9.09606715085325,10.0172923221266,9.29555897678475,9.54519815058802,7.27711408248815,7.87815870390168,8.81253091669367,8.24560350946927,8.08491969850822,8.12598270521139,9.24380310573182,8.16456409204223,7.80670041268472,8.16424781518758
"C3 - mRNA",10.2308601752479,8.32632480963522,10.4597836419122,10.3673101526836,10.8983540184261,10.259709529795,9.64796207760681,9.51443759049431,8.00522160239075,9.00285456946919,8.50627957860811,10.0469676765463,9.39297147844269,10.4784110593768,6.66467084534489,7.22834505883055,8.45924442850627,8.37668678470892,8.23992528011479,9.77533112735932,9.3280161096349,7.62659907085825,7.479806064904,8.25819380704285
"GPNMB - mRNA",8.79116062173478,9.48843030661823,8.58630098218212,8.90944875347924,9.93120832882174,8.52314033487314,7.80726997167509,8.59867412766234,9.02283100198413,9.35432693997057,9.08640081625977,10.5137627978304,9.44650087485949,10.0899111834898,7.51112558709143,9.57981742933193,8.3763080875242,8.34933629656396,9.27254670168399,8.35089248025039,8.5328796454036,7.02419143567768,7.28716098696161,7.18749081569965
"TYROBP - mRNA",8.77448188058815,8.22957157675563,9.14081290038203,9.32633467715046,10.2486490327168,9.5852013030054,9.08119269365162,8.50986486070448,7.51573941052382,8.19156680978966,8.1457793633387,9.37750890173836,9.04098614969915,9.45300445237827,5.87112172281231,6.30896351903884,7.92962496162889,8.16553912054009,8.39612138680252,8.93585498097154,8.74379707455292,6.99224854317493,7.18406749399751,7.65110849542356
"TGFBR1 - mRNA",8.53804168476607,8.78362803589107,9.03086443376414,9.34651255908809,9.38328965962753,9.04325169124433,8.90855330751227,8.62428477134138,8.36610333162269,8.30208752403438,8.15042572819506,8.39118383863544,8.65930724736674,8.87169897526521,7.67159025928468,7.89914372903102,8.23595620146523,8.08906039069273,8.49995719778706,8.67884436276552,8.21353009461802,7.22994010089426,7.84099359023859,7.7436206342131
"CYBB - mRNA",9.82395055685245,8.46027926630408,9.00945112724829,9.21500777595959,9.68110897831544,9.22966481547521,9.25472894864631,8.45383082579015,7.65130339325895,8.5226549039625,8.32086606989679,9.10288652162936,8.80055317280249,9.04040599855085,7.2680118753809,7.82979568234028,7.96411333801418,8.23443420175116,8.9666568168884,8.21820999704656,8.52770868990044,7.23904230800151,7.48601121443071,7.40138844287064
"CTSS - mRNA",9.32549704938597,8.43156796966256,9.09580316546446,9.33370478278747,10.3759017314667,9.30996644356607,8.84289388140581,8.92146327601655,8.14502424223027,8.54080225067276,8.38929121090767,9.57974002850996,8.97628046031134,9.24316961313836,7.12410246398218,7.39273187673144,7.83754937673051,7.9862730723989,7.76048474801028,8.83804295761477,8.50420725552094,7.51861638998523,7.40318478330109,7.59261284611341
"AIF1 - mRNA",9.14263299223616,7.53641033552005,9.42583630998888,8.83089810505767,9.58185873261013,8.6003081953956,8.16033657837136,8.31918129909537,7.14502424223027,7.86848961484881,8.21838311229554,8.21785223574988,8.48422054080865,8.96708932090793,7.74559084072846,7.7395978733687,7.93349797077609,8.06404193065589,8.14381338756179,9.19149265867078,8.55592229206509,7.38559097135445,7.30130516928188,7.08512909806997
"FCGR3A/B - mRNA",9.53804168476607,8.67758639848075,9.59710773713871,8.95794727117043,10.3979529765609,8.70883265217377,9.38126135457524,8.37052817909559,7.18132037145326,7.71712502331322,8.86683443900208,8.66776477630718,8.11498673114293,9.53600897913336,7.53408673553474,7.33999041465946,7.71239424540822,7.29302885566201,9.21725281181314,9.38666361127221,8.7593219980585,7.26600935560178,7.20678757049759,7.95959821598612
"CD163 - mRNA",10.3761231224559,7.73745785445815,10.496802831343,8.49194299860965,10.6205769515518,9.94164168945556,8.22066711257268,9.64944869489546,7.88932248263095,8.47437488893379,8.76750041406997,9.35256254460813,8.33737915247938,7.40586146897913,7.52647355142487,8.04749640835201,8.05580206770603,7.11771059544948,7.20039691592816,9.22316487898933,5.61562853818936,5.97055347207561,5.77157218928112,7.48951935314931
"S100A10 - mRNA",10.1491170258064,10.2043342852566,11.0195281999362,9.0921953703554,9.80852580904691,9.6483408918174,9.88077864141067,9.89540546273883,8.57832394790184,8.46300009906913,8.12704280075711,8.6722521672995,8.1738804201965,8.59913695769882,8.14910647011208,8.79942203329676,7.48322329144071,8.81190216592539,7.19421834099903,7.90945729090693,7.46687110424797,7.77164940366153,7.19925389781218,6.61237610093484
"SERPING1 - mRNA",9.84007022221573,9.24202657532856,11.0649971186833,9.53733490142366,9.93791335269963,9.8275230001889,9.71590822956988,10.4261898420629,9.79145109967923,8.75492705602561,8.69302219811069,8.31287884313565,8.79305863625557,8.134733381099,8.69555015822886,9.32649817833135,8.99964488866284,8.52462021384492,7.26076953390764,9.04248270953772,7.07860051453191,7.27488750694823,8.16485689003167,6.95186256720651
"C1R - mRNA",10.2061981210136,10.3263248096352,11.5912641287345,9.32448625275809,9.78764352390762,9.81138530350422,8.92375571415594,10.3086889252777,9.50503952186661,8.59738577903913,8.01940207756914,8.94496163417107,8.30612821849494,8.8044108454694,8.33055334144961,9.70872904840102,8.36200970447163,7.74000924744361,8.27254670168399,9.39985238302875,7.41740242798367,7.25707623083177,7.57602138016331,7.39569733079279
"C1S - mRNA",9.34821712588606,8.99461569395527,10.767032738581,9.01407214588776,9.605915999901,9.34177518179675,8.70539035765588,9.86170853349613,9.15189968832119,8.2188741557854,7.74617190462946,8.15511648040192,8.00251200188452,8.27389612877062,8.02492705889135,8.94779289173873,8.31230708759535,8.17335862499939,8.37988074579531,8.90945729090693,6.88999094982467,7.20228375799139,7.50446811913827,6.99013258413423
"TLR4 - mRNA",9.27895446344894,8.79494334911891,9.42987182322403,8.97925078437865,9.6378384046693,9.64287957914724,9.74871778931998,10.0670823709427,9.41645753150974,9.22562098822598,8.7182778984938,9.52621063209316,9.27955849809103,8.93598810362019,7.20263586652887,7.54028906514529,7.90221880428824,8.4331400530381,8.31302577103906,7.40422198265651,8.3369125101233,6.94852716574561,8.17641392145407,8.55736199893036
"EGFR - mRNA",9.52812621590099,9.02856302587861,9.14327273906983,9.01407214588776,9.38001080585052,9.91016345798239,9.56312865868903,9.64319874270546,9.8305430709778,8.93036906243549,9.00664607014469,9.01729232212663,9.28491173258524,8.79673691758398,8.1978508039635,8.01902123974153,8.59258997435132,8.47802751954115,7.88077898172799,7.10823715502143,8.23589790764647,8.09106627939284,8.43560626099347,8.8473319837352
"CLDN5 - mRNA",10.1097683583305,9.70483643288895,9.12596513597471,8.3610121287832,8.08007171473622,9.30766732747649,9.42892228172543,9.38558252481788,9.35621504725824,8.53719099712038,8.69620344535537,9.35256254460813,8.88757623503986,8.47480882269662,8.92133316876608,8.88343364594235,7.79134558680304,7.10958271456608,7.13738711840235,8.48344867380709,7.36037148294729,8.02944716112918,7.33607058744256,7.41832830529236
"RHOB - mRNA",9.80764874452335,8.9190646609481,8.62553614546522,8.23285577729252,8.21131624801447,9.17269263003729,8.55729171866674,9.29811968356754,9.28085604500418,8.39679194798124,8.55965292948391,8.81301050357692,8.94956312193556,8.55887308748509,9.01135503931782,8.6588456754972,7.32710408952343,7.3284776916663,7.3634551978822,7.01988128060059,6.98360400059616,7.75904936688189,7.22915538352604,6.86391486793081
"ABCA1 - mRNA",9.2308601752479,9.8850557687832,9.55892454325082,8.33920775846485,9.33669338202541,10.065194244125,9.57280471803807,9.49374519534121,9.49606192574736,8.9817544487024,8.40103641858077,8.7163747205318,8.27418532599218,8.66384264708664,7.20263586652887,7.97027690589011,7.52489247074178,7.76091823720659,7.42806427930528,6.90123678410197,8.34575438687511,8.15497804321303,7.20678757049759,7.40705719295734
"AXL - mRNA",9.00642860863785,9.73745785445815,8.89734076092675,8.42105951245314,8.70881590748529,9.2585196781474,8.76737724455158,9.13249777939169,8.8132994986759,8.34815717273037,8.4126867783197,8.99597131771285,9.13290863914019,8.50337797489339,8.25424997413641,8.37036406370298,8.30634552935663,7.99512398998116,7.86141365686106,8.1046617007976,7.57610017400273,7.67435220230661,7.90722728863868,7.83896851080058
"ENTPD1 - mRNA",9.38164012742351,9.15249535373699,8.5935144724147,8.83868945634851,9.13556682732792,9.50920114391527,9.42892228172543,9.27943512030262,9.04516034776089,8.40474070109673,8.74309907057984,8.89975600245354,9.30085327645426,8.83844716946882,8.17855024800456,8.46839614666351,8.22018888560691,8.2156243519764,7.95938881642436,8.19485950976918,8.36907117789767,8.03990151876634,8.3257286432211,7.69347452622908
"NES - mRNA",9.21858184546946,10.0381173325919,9.52348487399553,8.70584062578064,8.18525395142827,9.14462871161941,8.73326939023132,9.56820884693529,8.78409414829088,8.38076183816229,8.03456188474015,9.05214172288423,8.71589077573311,8.61667753900796,7.92423305927188,8.20746632915464,7.26083087010426,7.36307635319026,7.76048474801028,7.4443791091285,7.61074631680962,8.06058567293808,8.02696653291278,7.47879294655625
"ESAM - mRNA",9.52812621590099,9.56643281861951,8.7142403707367,8.47870717145295,8.24414764048184,8.72270482675533,9.18072836720254,9.08102156190061,8.8447569301975,8.42050801695505,8.05947951694448,9.28677912556279,8.47488267622931,8.91841547417224,7.86509793518454,8.77408624975399,8.05224424829284,7.48118095258002,8.20347630886013,7.40422198265651,7.93365217862081,7.77790839413321,8.17641392145407,7.94797913271928
"GBP2 - mRNA",9.93317962660721,12.2342548109378,9.3910708918282,8.06588409323955,8.21867695296572,8.42473663081215,8.23048140239964,8.37052817909559,7.8947976126971,7.41264589918208,6.89202277109291,9.16151425160007,7.27418532599218,7.83844716946882,8.06226321016432,7.95532656442414,7.37915083729302,7.15767700276712,8.43594070491591,8.77870059959758,7.36617710462849,6.46531816382518,6.9437531646638,6.67949029679338
"EMP1 - mRNA",9.34821712588606,13.1748631667654,10.5616856829279,8.35015113615143,8.89720765758641,8.57376640794311,8.53370489834913,9.65567168818563,8.50145518451757,7.56937140286953,7.81802218964914,7.86489724524189,7.39792069441443,7.64686956848292,8.84992750054319,9.05218810367673,7.82925800309912,7.88515114795603,7.33565674553863,8.35390751800582,6.4614576080616,7.17408686616074,6.77157218928112,6.08512909806997
"CCL2 - mRNA",9.1811071400508,9.69882519485509,8.90025235634665,8.39663603851392,7.829110141203,8.24896537143415,6.43530119428813,8.58134424912442,6.73304654270049,5.94134018025649,5.48436480217967,6.47061830612984,6.37802113697672,8.84961647718693,7.91842743759067,7.83525011243239,9.79454328676209,7.03429458726184,8.20961544595754,7.28922946036658,6.42854298558887,5.41801244904683,5.6879142602342,6.48951935314931
"ALDH1A1 - mRNA",7.87177908194307,8.77793692381322,7.70094354812325,7.27174479068611,7.31453696837324,8.16509281417913,8.59576586648138,9.00507270866731,8.07922218383453,7.22786293901265,6.40881376917249,6.58926280262846,7.76268498721205,7.01417445697767,7.82221212233137,6.89392601976,6.4779289917712,6.82188625449801,6.66988219922938,7.53748851351998,5.53545818950538,6.24808744760452,6.56433957511567,5.77025576071656
"ADGRL4 - mRNA",8.49796424539074,9.41332885137751,8.17967572271948,7.33920775846485,7.12385340676413,7.33727378956181,8.02026369500929,8.06863783744478,7.98482981355957,7.00547051767621,6.90307795960191,7.86489724524189,6.69994923186409,7.53139235106299,6.85904889051174,7.36283039101758,6.82509437815758,5.99952916910116,7.25484469995053,6.78094255038425,6.61562853818936,6.51112185343831,6.39000939455336,6.41270375609848
"ICAM2 - mRNA",7.77448188058815,8.77793692381322,7.97947904749723,7.49194299860965,7.17772027874287,7.78353001945137,8.08660618983799,8.50527759120883,8.06472261413941,6.95222849639923,7.31259845391319,7.99954677193667,8.06607713066198,7.85332044595035,6.33927055855072,8.14734533671707,7.44574858602205,6.21183277281403,6.84573203462879,6.46125292769289,6.18753488608507,6.93738660814041,6.56433957511567,6.37848804076057
"LSR - mRNA",8.2308601752479,7.8502257846201,7.92333596945969,7.45862292540962,7.37507851030829,7.84823570883919,8.65890545529339,8.45858435576079,7.67695198062956,7.59738577903913,7.27053439434664,7.91876411722063,7.92234165320053,6.86069997631595,6.3736220633415,7.18628099926401,7.11838660508405,7.03429458726184,5.82188529267443,6.45002567226964,6.00608801474754,6.75904936688189,6.8214974146128,6.319594351707
"TIE1 - mRNA",9.10310462804952,8.47442344862435,7.17487473645566,7.23285577729252,7.25850293345891,7.80976156102455,8.27383777159402,7.75755130220484,7.88382649487609,7.809835397128,7.31259845391319,8.21785223574988,7.92234165320053,6.97391058676394,7.75213368659523,6.95532656442414,6.2852839138288,6.16553912054009,6.62465294523638,6.74464642116126,5.88190860352681,6.61265987990037,6.20678757049759,6.36690006648535
"SOX9 - mRNA",8.96292697000126,7.57630306264357,7.75983723717681,7.69443586250839,7.5486586822918,8.62267600842406,8.1344347149286,8.33993985926217,8.25128292962083,7.41264589918208,7.77654555367298,7.83318838551455,8.09073918489625,7.62969442467479,7.17368449283275,7.65576628256523,6.45655534097863,6.53679492779102,6.84573203462879,6.21820999704656,6.26415616768799,6.72057521906726,6.40318478330109,6.57257509287687
"TM4SF1 - mRNA",9.06246264355218,10.0895640980105,9.12098172846046,7.70584062578064,7.26562736789229,7.15489704707324,8.50972603541469,8.40541369673945,7.55776262541953,7.05681739767643,6.83543924272655,7.40742447964265,7.54794613841904,8.46030925300151,6.53408673553474,8.95782907162731,8.37060572816001,6.99952916910116,7.97388838611948,7.70741351496229,7.02822699201679,7.01362219396749,6.78169640655482,7.07803967328366
"HMOX1 - mRNA",9.12957683941072,8.4673686910904,9.07276051880297,7.62404653461699,8.21500129482233,7.8670947360905,7.77410310773989,7.74981565342523,6.94843557629917,6.38879915722771,7.24469438941138,8.06925574374808,7.35784325503909,8.56340274596561,6.09351414414876,7.24483318161912,6.6758683693831,6.56084040175767,9.11466704190227,6.40422198265651,6.77249738680623,6.07590647222184,6.08125668841373,6.37848804076057
